date,temperature_max,temperature_min,temperature_mean,latitude,longitude,subzone_code,subzone_name,heating_degree_days,cooling_degree_days,country_code,zone_name
2023-12-31,1.9,-6.0,-2.0,48.1351,11.582,DE-MUN,Munich,20.0,0,DE,Germany
2024-01-01,1.5,-4.7,-1.7,48.1351,11.582,DE-MUN,Munich,19.7,0,DE,Germany
2024-01-02,2.1,-4.7,-1.0,48.1351,11.582,DE-MUN,Munich,19.0,0,DE,Germany
2023-12-30,-1.9,-6.2,-4.3,53.5511,9.9937,DE-HAM,Hamburg,22.3,0,DE,Germany
2023-12-31,1.7,-4.6,-1.1,53.5511,9.9937,DE-HAM,Hamburg,19.1,0,DE,Germany
2024-01-01,4.8,1.1,2.8,53.5511,9.9937,DE-HAM,Hamburg,15.2,0,DE,Germany
2024-01-02,7.1,2.6,4.3,53.5511,9.9937,DE-HAM,Hamburg,13.7,0,DE,Germany
2023-12-30,-1.0,-8.2,-4.7,50.1109,8.6821,DE-FRA,Frankfurt,22.7,0,DE,Germany
2023-12-31,1.6,-4.2,-0.2,50.1109,8.6821,DE-FRA,Frankfurt,18.2,0,DE,Germany
2024-01-01,1.9,-0.9,0.6,50.1109,8.6821,DE-FRA,Frankfurt,17.4,0,DE,Germany
2024-01-02,3.4,0.3,1.8,50.1109,8.6821,DE-FRA,Frankfurt,16.2,0,DE,Germany
2023-12-30,7.6,3.2,5.4,37.9838,23.7275,GR-ATH,Athens,12.6,0,GR,Greece
2023-12-31,7.1,2.0,4.5,37.9838,23.7275,GR-ATH,Athens,13.5,0,GR,Greece
2024-01-01,8.0,0.6,4.0,37.9838,23.7275,GR-ATH,Athens,14.0,0,GR,Greece
2024-01-02,7.5,2.4,4.3,37.9838,23.7275,GR-ATH,Athens,13.7,0,GR,Greece
2023-12-30,2.4,-4.7,-0.5,40.6401,22.9444,GR-THE,Thessaloniki,18.5,0,GR,Greece
2023-12-31,1.5,-6.4,-2.5,40.6401,22.9444,GR-THE,Thessaloniki,20.5,0,GR,Greece
2024-01-01,4.3,-4.6,-0.3,40.6401,22.9444,GR-THE,Thessaloniki,18.3,0,GR,Greece
